text,language,label
Le but premier de cette promesse est d’économiser grâce à l’attrition des postes administratifs au sein du gouvernement.,fr,0
Nous allons économiser approximativement 250 millions de dollars sur une période de 4 ans grâce aux départs à la retraite.,fr,0
"Ensure government contracts reflect an NB first philosophy for design, materials and construction.",en,0
"S’assurer que les contrats du gouvernement reflètent une philosophie qui donne priorité au Nouveau-Brunswick en matière de conception, de matériaux et de construction.",fr,0
"Ensure that provincial regulations reflect a New Brunswick first philosophy, not unlike what we see in other jurisdictions, especially Quebec.",en,0
"Veiller à ce que les règlements provinciaux reflètent une philosophie axée sur le Nouveau-Brunswick avant tout, pas très différente de ce que nous voyons dans d’autres territoires, notamment au Québec.",fr,0
Review and validate the Auditor-General’s 2015 recommendations to ensure fairness and achieve the best value from our crown land reserves in partnership with all stakeholders to ensure best practices are being followed.,en,0
"Examiner et valider les recommandations de 2015 de la vérificatrice générale – dans un souci d’équité, et pour vérifier que nos réserves des terres de la Couronne nous procurent la meilleure valeur possible, en partenariat avec tous les intervenants pour nous assurer du respect des pratiques exemplaires.",fr,0
Review all subsidies to corporations and ask the Auditor General to complete an effectiveness review of subsidies,en,0
Réviser toutes les subventions accordées aux entreprises et demander au vérificateur général d’effectuer un examen de l’efficacité des subventions,fr,0
Review the Auditor General’s 19 economic development recommendations with a goal to implementation regarding new jobs tax credit.,en,0
"Revoir les 19 recommandations de développement économique de la vérificatrice générale, dans le but de les mettre en oeuvre.",fr,0
"We will evaluate the leases and contracts signed by the current government for openness, fairness and best value for the taxpayer We believe that government’s role should be to regulate and enforce the regulations to protect the health and well being of our citizens.",en,0
Retail activities of cannabis would be one area where private sector could be a better option.,en,0
"Nous allons évaluer les baux et les contrats signés par le gouvernement actuel pour l’ouverture, l’équité et le meilleur rapport qualité-prix pour les contribuables.",fr,0
Nous pensons que le rôle du gouvernement devrait être de réglementer et appliquer les règlements pour protéger la santé et le bien-être de nos citoyens.,fr,0
Les activités de vente au détail du cannabis seraient un domaine où le secteur privé pourrait être une meilleure option.,fr,0
"We will join Saskatchewan, Ontario and Manitoba to fight the federal government’s plan to levy a carbon tax.",en,0
"Nous allons nous joindre à la Saskatchewan, à l’Ontario et à Manitoba pour lutter contre le projet du gouvernement fédéral d’imposer une taxe sur le carbone.",fr,0
Support regionalization and partnerships.,en,0
Soutenir la régionalisation et les partenariats.,fr,0
Establish an open data portal and make available all documents eligible under the Right to Information and Protection of Privacy Act.,en,0
Mettre en place un portail de données ouvertes et y mettre à disposition tous les documents admissibles selon la Loi sur le droit à l’information et la protection de la vie privée,fr,0
"Premier Higgs will lead regular, live, and extensive online conversations where you can ask me questions and hold me accountable.",en,0
"Le premier ministre Higgs va mener des conversations régulières, en direct et approfondies, en ligne, où il sera possible de lui poser des questions et de rendre compte de ses actions.",fr,0
"Lead regular, live, and extensive online conversations where taxpayers can ask questions and hold our government accountable.",en,0
Mener régulièrement des conversations en ligne approfondies et des conversations en direct dans le cadre desquelles les contribuables pourront poser des questions et demander des comptes à notre gouvernement,fr,0
Work with all stakeholders to measure the results of all programs – expanding programs that work and cancelling those that don’t.,en,0
Travailler avec tous les intervenants à mesurer les résultats de l’ensemble des programmes – en élargissant ceux qui fonctionnent et en mettant un terme à ceux qui ne fonctionnent pas.,fr,0
We will not grow government until we are back in a surplus.,en,0
Nous ne ferons pas croître le nombre d’emplois gouvernementaux jusqu’à ce que nous atteignions un surplus.,fr,0
No one will lose their job.,en,0
No government employee will be fired or have their job cut in order to reduce the size of the State,en,0
Personne ne perdra son emploi.,fr,0
Aucun employé du gouvernement sera renvoyé ou aura son poste coupé dans le contexte de la diminution de la taille de l’État,fr,0
"Look back over 10 years of government spending to examine programs that worked, those that did not, and suggest ways to improve.",en,0
"Étudier les dépenses du gouvernement ces dix dernières années aux fins d’examen des programmes ayant fonctionné ou n’ayant pas, au contraire, connu le succès escompté, et suggérer des façons de les améliorer.",fr,0
Savings will be realized through attrition and by identifying and eliminating government waste.,en,0
Les économies seront réalisées par attrition ainsi qu’en identifiant et en éliminant le gaspillage gouvernemental.,fr,0
Establish working hours for the Legislature that are predictable and friendly for members with families.,en,0
Night-time sittings of the Legislature will be avoided whenever possible.,en,0
Établir des heures de travail prévisibles et conviviales pour les membres de la législature qui ont une famille.,fr,0
Les séances de la législature tenues en soirée seront évitées autant que possible,fr,0
Ensure fairness with an open and transparent tendering process.,en,0
Assurer l’équité grâce à un processus d’appel d’offres ouvert et transparent.,fr,0
Expand the role of the Ethics Commissioner,en,0
Élargir le rôle du commissaire à l’éthique,fr,0
Toughen conflict of interest rules.,en,0
Renforcer les règles relatives aux conflits d’intérêts,fr,0
Reinstate the Fiscal Transparency and Accountability Act that was repealed by the Gallant Liberals.,en,0
This will once again ensure your government reports spending in an accurate and timely fashion and it is on a path of financial recovery.,en,0
Rétablir la Loi sur la transparence et la responsabilité financières qui a été abrogée par les libéraux de Brian Gallant.,fr,0
Cela garantira à nouveau que votre gouvernement déclare ses dépenses de manière précise et rapide et qu’il est sur la voie de redressement financier.,fr,0
Review and/or implement previous recommendations as identified by the Auditor General.,en,0
Étudier ou appliquer les recommandations précédentes telles qu’identifiées par la vérificatrice générale.,fr,0
"Ensure the Auditor General’s office has the resources it needs to do its job by increasing funding to the office by $250,000 per year for four years.",en,0
"Veiller à ce que le bureau de la vérificatrice générale dispose des ressources nécessaires pour faire son travail, par l’augmentation du financement du bureau de 250 000 $ par année pendant quatre ans.",fr,0
Conduct an audit of all regulations that should be controlled by municipal governments.,en,0
Réaliser un audit de tous les règlements qui devraient relever des administrations municipales.,fr,0
Remove the for profit restrictions on city-owned utilities,en,0
Supprimer les restrictions à but lucratif pour les services publics appartenant aux municipalité,fr,0
We will support municipalities by giving them the freedom to look at establishing a hotel levy to fund tourism marketing.,en,0
Nous soutiendrons les municipalités en leur donnant la liberté d’établir une taxe hôtelière pour financer le marketing touristique.,fr,0
Work with other Maritime Provinces to explore ways we can run government programs in cooperation with each other.,en,0
Travailler avec d’autres provinces des Maritimes pour explorer des moyens de gérer les programmes gouvernementaux en coopération les uns avec les autres.,fr,0
Review the moose tag draw with an eye to fairness and to ensuring more hunters have a real opportunity to participate.,en,0
"Dans un souci d’équité, examiner le tirage de vignettes pour la chasse à l’orignal pour faire en sorte que davantage de chasseurs aient une réelle possibilité de participer.",fr,0
A PC government will review regulations to remove barriers that prevent more people from enjoying hunting and fishing.,en,0
Un gouvernement du PC révisera les règlements afin d'éliminer les obstacles qui empêchent les gens de pratiquer la chasse et la pêche.,fr,0
"Furthermore, we will explore license bundling to allow hunters and fishers more opportunities while realizing savings by bundling several licenses together.",en,0
"De plus, nous explorerons les possibilités de regrouper les permis pour permettre aux chasseurs et aux pêcheurs de réaliser des économies lors de l'achat de permis de chasse et de pêche.",fr,0
We will evaluate a seniors’ discount on hunting and fishing licenses,en,0
Nous évaluerons la possibilité d'offrir un rabais pour les aînés pour l'achat des permis de chasse et de pêche,fr,0
Amend the Family Services Act to give accessibility and flexibility to courts and social workers to place children with grandparents or other loving relatives who can provide kids with safety and stability,en,0
Modifier la Loi sur les services à la famille afin de donner aux tribunaux et aux travailleurs sociaux plus de souplesse pour placer des enfants auprès des grands-parents ou d’autres proches parents pouvant offrir aux enfants sécurité et stabilité,fr,0
"We will make it easier for people on social assistance, and people who are working but still below the poverty line to receive treatment for addiction, physical or mental health obstacles .",en,0
"Nous rendrons plus facile pour les personnes assistées sociales et les personnes qui travaillent, mais qui sont encore en dessous du seuil de pauvreté, d'accéder a des traitements pour addictions ou pour des problèmes de santé physique ou mentale.",fr,0
Notre traduction,fr,0
"We need to combat obesity in school with meaningful programs, not token efforts.",en,0
Nous devons combattre l'obésité dans les écoles avec des programmes significatifs et non des efforts symboliques.,fr,0
We will introduce training and retention programs to address the mental health shortfall to intervene early when children struggle,en,0
Nous introduirons des programmes de formation et de maintien en poste pour pallier les pénuries en santé mentale pour intervenir tôt lorsque des enfants éprouvent des difficultés,fr,0
"Although Health Canada has put forward a study that indicates safe guidelines for its use in the forestry sector, we will be conducting our own objective, evidence-based study of the health implications for wildlife and humans exposed to Glyphosate.",en,0
"Bien que Santé Canada ait présenté une étude indiquant des lignes directrices sécuritaires pour son utilisation dans le secteur forestier, nous mènerons notre propre étude objective fondée sur des données probantes concernant les répercussions sur la santé de la faune et des humains exposés au glyphosate.",fr,0
Work to safely remove barriers in a system that is designed to connect parents who want children with children who need parents.,en,0
"The current waiting period, lasting years, must be reduced.",en,0
Éliminer de façon sécuritaire les obstacles dans un système conçu pour réunir les parents qui veulent des enfants avec des enfants qui ont besoin de parents.,fr,0
"La période d’attente actuelle, qui dure des années, doit être réduite.",fr,0
"A PC government will invest $400,000 a year to establish a Family Advocacy Resource pilot project.",en,0
Un gouvernement conservateur va investir 400 000 dollars par an afin d’établir un programme pilote en défense des intérêts des familles.,fr,0
"Develop () a Family Advocacy pilot program () connecting them with resources, support and education opportunities, and helping them create a family-specific sustainable long-term care plan",en,0
"Établir un programme pilote en défense des intérêts des familles assurant une liaison essentielle avec les familles par la mise en contact avec des ressources et des occasions de soutien et d’éducation, et l’aide à l’établissement d’un plan de soins de longue durée viable qui leur est propre.",fr,0
"Develop () a Family Advocacy pilot program that will provide funding for up to 4 Family Advocates located in 4 under-served regions in the province, to provide a key liaison with families",en,0
Établir un programme pilote en défense des intérêts des familles dans le cadre duquel seront financés jusqu’à quatre postes de défenseur des intérêts des familles dans quatre régions sous-desservies de la province,fr,0
"Develop, in partnership with stakeholders, a Family Advocacy pilot program",en,0
"Établir, en partenariat avec les parties intéressées, un programme pilote en défense des intérêts des familles",fr,0
"Introduce a Children’s Fitness and Arts Tax Credit for New Brunswick Families, allowing families to claim eligible fees paid to register their child in an artistic, cultural, recreational or developmental activity.",en,0
"Instaurer un crédit d’impôt pour la condition physique des enfants et les arts pour les familles du Nouveau-Brunswick, permettant aux familles de réclamer des frais admissibles payés pour inscrire leur enfant à une activité artistique, culturelle, récréative ou de développement.",fr,0
Review government programming to end discrimination against private daycare operators,en,0
Examiner les programmes gouvernementaux pour mettre un terme à la discrimination à l’encontre des exploitants de garderies privées.,fr,0
Work with private daycare providers to increase the adaptability and flexibility of the early learning daycare curriculum.,en,0
Travailler avec des prestataires de services de garde privés afin d’améliorer l’adaptabilité et la flexibilité du programme d’éducation préscolaire.,fr,0
"Restore the integrity and independence of the Office of Public Health, as recommended by public health experts across Canada.",en,0
"Rétablir l’intégrité et l’indépendance du bureau de la santé publique, tel que recommandé par les experts en santé de partout au Canada.",fr,0
Protect seniors by not returning to the Brian Gallant Liberal Asset Grab.,en,0
Protéger les aînés en ne revenant pas à la ponction des actifs des libéraux de Brian Gallant.,fr,0
Support seniors who want to stay at home by ensuring the province has enough trained home-care professionals earning a wage upon which a career can be built.,en,0
Appuyer les personnes âgées qui souhaitent rester à la maison en veillant à ce que leur professionnels formés pour les soins à domicile salaire leur permette de bâtir une carrière.,fr,0
Offering timely home care services to make seniors who stay at home happen.,en,0
Support seniors who want to stay at home by ensuring they have the care they need from trained home care professionals and by ensuring the province has enough trained home-care professionals,en,0
Offrir des services de soins à domicile en temps opportun afin de rendre le maintien à domicile possible.,fr,0
Appuyer les personnes âgées qui souhaitent rester à la maison en veillant à ce qu’elles reçoivent les soins dont elles ont besoin de professionnels formés pour les soins à domicile et en veillant à ce que la province ait suffisamment de professionnels formés pour les soins à domicile,fr,0
We must improve the management of seniors’ services to ensure our seniors receive the care quality they deserve regarding homecare.,en,0
On doit améliorer la gestion des services offerts aux personnes aînés afin d'assurer qu'elles recoivent des services de qualité par rapport aux soins à la maison.,fr,0
We would challenge communities to tackle the problem of obesity and empower them to decide on spending priorities for sports and recreation funding that are a good fit for their demographic profile.,en,0
"Nous voulons mettre au défi les communités afin qu'elles agissent face au problème de l'obésité et les habileter à choisir leurs priorités en matière de dépenses pour les sports et loisirs, et ceci, en fonction de leur profil démographique.",fr,0
Examine other barriers that are impacting paramedic recruitment in New Brunswick.,en,0
Examiner les autres obstacles au recrutement de paramédicaux au Nouveau-Brunswick.,fr,0
Ensure ambulances are not taken off the roads due to language related staffing issues.,en,0
To ensure the health care of our citizens is top priority we will be hiring for skill (),en,0
En raison de problèmes de dotation en personnel lié à la langue nous embaucherons les ambulanciers en rapport aux compétences.,fr,0
To ensure the health care of our citizens is top priority we will be training paramedics for language to meet our needs as quickly as possible.,en,0
Nous offrirons de la formation linguistique aux ambulanciers pour répondre à nos besoins le plus rapidement possible.,fr,0
"Work with Ambulance NB to allow for local deployment of paramedics, thus reducing their need to travel while at the same time improving patient access to high quality care.",en,0
"Travailler avec Ambulance NB pour permettre le déploiement local de personnel ambulancier, réduisant ainsi leur besoin de voyager tout en améliorant l’accès des patients à des soins de qualité.",fr,0
Support the expansion of collaborative care models like Family Medicine New Brunswick.,en,0
Appuyer l’expansion de modèles de soins collaboratifs comme Médecine familiale Nouveau-Brunswick.,fr,0
Carefully review the Medavie extramural contract within six months of the election to ensure it is delivering better quality health care services to our citizens.,en,0
"If that is not the case, the contract will be cancelled.",en,0
Examiner attentivement le contrat extra-mural de Medavie dans les six mois suivant l’élection pour nous assurer qu’il offre à nos citoyens des services de santé de meilleure qualité.,fr,0
"Si tel n’est pas le cas, le contrat sera annulé.",en,0
Standardize the provincial Electronic Medical Record Program to improve overall quality of care.,en,0
Nous normaliserons le programme provincial de dossier de santé électronique en vue d’améliorer la qualité globale des soins.,fr,0
Ensure every healthcare professional is able to use their full range of professional skills and consult closely with them to develop a strategy to remove bottlenecks in the system.,en,0
Collaborer étroitement avec eux les professionnels de la santé dans l’élaboration d’une stratégie visant à éliminer les goulots d’étranglement dans le système.,fr,0
Prioritize spending by RHAs to focus on wait list reduction without sacrificing quality of care.,en,0
"Établir des priorités quant aux dépenses des régies régionales de la santé, nous concentrant sur la réduction des listes d’attente sans toutefois sacrifier la qualité des soins",fr,0
"We will dedicate sufficient resources from cannabis profits to ensure the appropriate research is done on the health, safety and social impacts of cannabis are well understood and appropriate measures are undertaken to reduce those effects.",en,0
Nous consacrerons des ressources suffisantes des profits du cannabis afin de s’assurer que les recherches appropriées sont effectuées sur la santé et la sécurité et que les impacts sociaux du cannabis sont bien compris et des mesures appropriées sont prises pour réduire ces effets.,fr,0
"Make it mandatory for primary care providers including family doctors and nurse practitioners to inform patients when mammogram results show they have dense breasts, as breast density is a significant risk factor for breast cancer.",en,0
"Faire en sorte que les fournisseurs de soins primaires, y compris les médecins de famille et les infirmières praticiennes soient tenus d’informer les patientes lorsque les résultats de mammographies montrent qu’elles ont des seins denses, puisqu’il s’agit là d’un facteur de risque important pour le cancer du sein.",fr,0
Establish a Provincial Advisory Council on Women’s Health through the New Brunswick Health Research Council with a mandate to contribute to research on women’s health issues; promote an understanding of gender as a critical variable in women’s health; and enhance the health system’s responsiveness to the needs and concerns of women and girls.,en,0
"Mettre en place un conseil consultatif provincial sur la santé des femmes qui aura pour mandat de contribuer à la recherche sur les questions liées à la santé des femmes, de favoriser une compréhension des genres en tant que facteur critique de la santé des femmes et d’améliorer la réactivité du système de santé face aux besoins et préoccupations des femmes et des filles.",fr,0
"Establish the New Brunswick Women’s Health Research Trust with an initial endowment of $5 million, to be administered by the Advisory Council to fund research projects on women’s health issues.",en,0
"Mettre en place une fiducie provinciale de recherche sur la santé des femmes assortie d’une dotation initiale de 5 millions de dollars, qui sera administrée par le conseil consultatif et financera des projets de recherche sur les questions liées à la santé des femmes.",fr,0
We will clearly identify and remedy the obstacles that are causing our nursing shortage.,en,0
Cibler clairement les obstacles causant la pénurie de personnel infirmier et y remédier.,fr,0
Retain more nurses,en,0
Faire en sorte qu’elles et qu’ils les infirmières et infirmiers demeurent en poste,fr,0
We will increase opportunities for Nurse Practitioners in New Brunswick.,en,0
Nous élargirons les possibilités s’offrant aux infirmières praticiennes et infirmiers praticiens au Nouveau-Brunswick,fr,0
Recruit more nurses,en,0
Recruter davantage d’infirmières et d’infirmiers,fr,0
"Work with the New Brunswick Nurses Union, RHAs, l’Université de Moncton and the University of New Brunswick and community colleges to develop a strategy to train, recruit and retain more nurses.",en,0
"Travailler avec le Syndicat des infirmières et infirmiers du Nouveau-Brunswick, les régies régionales de la santé, l’Université de Moncton, l’Université du Nouveau-Brunswick ainsi que les collèges communautaires à l’élaboration d’une stratégie pour former et recruter davantage d’infirmières et d’infirmiers et faire en sorte qu’elles et qu’ils demeurent en poste.",fr,0
Recruit more doctors,en,0
Recruter davantage de médecins,fr,0
"We will Immediately add 6 new physician assistants to our provincial Emergency Rooms. 2 at Saint John Regional Hospital, 2 at Georges Dumont, and 2 at Moncton Hospital.",en,0
We will ensure the filling of these vacancies support the expansion of collaborative care models like Family Medicine New Brunswick.,en,0
"Nous allons immédiatement ajouter 6 adjoints au médecin dans les urgences provinciales : 2 à l’Hôpital régional de Saint John, 2 à Georges Dumont, et 2 à l’Hôpital de Moncton.",fr,0
"Lorsque nous comblerons ces postes vacants, nous prendrons en compte les modèles de soins collaboratifs comme Médecine familiale Nouveau-Brunswick.",fr,0
A PC government will add 11 family physicians to our healthcare system.,en,0
Un gouvernement conservateur va ajouter 11 médecins de famille dans notre système de soins de santé.,fr,0
Retain more doctors,en,0
Faire en sorte qu’ils les médecins demeurent en poste,fr,0
We will phase out the Billing Number Concept as it exists today to remove restrictions on the number of doctors that can practice in our province.,en,0
"Nous abandonnerons graduellement le concept de numéros de facturation tel qu’il existe aujourd’hui, afin d’éliminer les restrictions quant au nombre de médecins pouvant exercer dans notre province.",fr,0
We will ensure doctors will continue to be available to practice in rural areas.,en,0
Nous veillerons à ce que les médecins continuent à être disponibles pour pratiquer dans les régions mal desservies.,fr,0
Expand the Physician’s Assistant program in the province to reduce Emergency Room wait times at our largest hospitals,en,0
"Élargir le programme d’adjoints au médecin dans la province, de façon à réduire les temps d’attentes dans les urgences de nos plus grands hôpitaux.",fr,0
Ensure every healthcare professional is able to use their full range of professional skills,en,0
Veiller à ce que tous les professionnels de la santé soient en mesure d’utiliser l’éventail complet de leurs compétences professionnelles,fr,0
Develop standards to allow pharmacists to increase their authority to refill prescriptions for certain chronic conditions.,en,0
Mettre en oeuvre des normes pour augmenter leur pouvoir aux pharmaciens de renouveler les ordonnances pour certaines maladies chroniques,fr,0
Develop standards to allow pharmacists to prescribe certain medications,en,0
Mettre en oeuvre des normes pour permettre aux pharmaciens de prescrire certains médicaments,fr,0
Improve working conditions identified as a barrier to recruitment and retention of public sector psychologists.,en,0
This includes examining the workload and the wage gap between the private and public sector,en,0
Améliorer les conditions de travail identifées comme des obstacles au recrutement et au maintien en poste des psychologues du secteur public.,fr,0
Ceci inclut l'examen de la charge de travail et la différence de rémunération entre le secteur privé et public,fr,0
We will reduce wait times for gynaecological surgeries by 50%,en,0
Nous réduirons de 50 % le temps d’attente pour les chirurgies gynécologiques.,fr,0
We will reduce wait times for hip replacement surgeries by 50%,en,0
Nous réduirons de 50 % le temps d’attente pour le remplacement d’une hanche,fr,0
We will reduce wait times for knee replacement surgeries by 50%,en,0
Nous réduirons de 50 % le temps d’attente pour le remplacement d’un genou,fr,0
Assess surgical suite usage to ensure they are utilized to maximize wait list reduction.,en,0
Évaluer l’utilisation des blocs opératoires afin de vérifier qu’ils sont utilisés de façon optimale pour la réduction des listes d’attente.,fr,0
Ensure we have the appropriate number of specialists available to support wait list reductions.,en,0
We will add 10 specialists to our healthcare system.,en,0
S’assurer qu’un nombre suffisant de spécialistes soient disponibles dans l’optique de réduire les listes d’attente.,fr,0
Nous ajouterons 10 spécialistes à notre système de soins de santé,fr,0
Promote the expansion of aquaculture to combat global food scarcities.,en,0
Promouvoir l’expansion de l’aquaculture pour lutter contre les pénuries alimentaires à l’échelle de la planète.,fr,0
Update the Crown Lands and Forestry Act.,en,0
"In addition to our forest sector this also encompasses biodiversity, wildlife, water protection, the maple sugar industry, the blueberry industry, the peat moss industry, vast agricultural lands and more.",en,0
It hasn’t been updated since the 1980’s.,en,0
It is time to modernize the Act to reflect today’s realities and position us to protect our natural resources and create jobs.,en,0
Mettre à jour la Loi sur les terres et forêts de la Couronne.,fr,0
"En plus de notre secteur forestier, cela comprend également la biodiversité, la faune, la protection de l’eau,l’industrie du sucre d’érable, l’industrie des bleuets, l’industrie de la tourbe, les vastes terres agricoles et plus encore.",fr,0
Elle n’a pas été mise à jour depuis les années 1980.,fr,0
Il est temps de moderniser la Loi afin de refléter les réalités d’aujourd’hui et de nous positionner pour protéger nos ressources naturelles et créer des emplois.,fr,0
"Establish a stronger economic and social partnership with New Brunswick’s first nations, to develop local economies and stronger social programs.",en,0
"Établir un partenariat solide économique et social avec les Premières nations du Nouveau-Brunswick, de développer des économies locales et programmes sociaux plus solides.",fr,0
"We will modify procurement policies to support NB suppliers where possible under trade agreements, ensuring New Brunswick companies have the best opportunity possible to compete.",en,0
"Nous allons modifier les politiques d’approvisionnement pour soutenir les fournisseurs du Nouveau-Brunswick dans la mesure du possible en vertu d’accords commerciaux, en veillant à ce que les entreprises du Nouveau-Brunswick aient la meilleure occasion possible de livrer concurrence.",fr,0
We will also work with professional associations so that international professionals have an easier transition in meeting the credentials required to participate in New Brunswick’s workforce.,en,0
Nous travaillerons également avec des associations professionnelles afin que les professionnels internationaux aient une transition plus facile lorsqu’ils doivent obtenir les qualifications requises pour participer au marché du travail au Nouveau-Brunswick.,fr,0
We will continue to implement our Economic Recovery and Growth Action Plan to help businesses compete more effectively now and longer-term in a post-COVID world.,en,0
"Nous allons poursuivre la mise en œuvre de notre Plan d’action de relance économique et de croissance pour aider les entreprises à être plus concurrentiels, aujourd’hui et à long terme, dans un contexte post-COVID.",fr,0
"We will extend the 20% tourism rebate for staycationers, extending it to the end of March 2021 to help winter tourism and hospitality operators.",en,0
"Un gouvernement progressiste-conservateur s’engage, s’il est élu, à prolonger le programme d’encouragement du tourisme Explore NB jusqu’en mars 2021",fr,0
We will also work with businesses in these communities and the Federal Government to create year-round opportunities for temporary foreign workers so more of them can call New Brunswick home.,en,0
"Nous travaillerons également avec les entreprises de ces collectivités et le gouvernement fédéral, pour créer des possibilités d’emplois à l'année pour les travailleurs étrangers temporaires, afin qu’ils soient plus nombreux à se sentir bien chez eux au Nouveau-Brunswick.",fr,0
"$2.8 million was invested to support the creation of the Véloroute and under that existing funding program, we will approve the remaining $600,000 which will be used for scenic vistas, directional signage and gates.",en,0
"Lors de la création de la piste cyclable Véloroute, 2,8 millions de dollars ont été investis, et dans le cadre de ce programme de financement existant, nous allons approuver les 600 000 dollars restants qui seront utilisés pour des vues panoramiques, des panneaux de signalisation et des barrières.",fr,0
Helping businesses automate and boost capacity.,en,0
Aider les entreprises à : Automatiser et augmenter la capacité.,fr,0
We won’t raise taxes.,en,0
Nous n'augmenterons pas les impôts.,fr,0
Build new affordable housing units.,en,0
Construire de nouvelles unités de logement abordables.,fr,0
"By 2022, the agreement will fund the repair and renovation of more than 5,100 aﬀordable rental units across the province. 10-year provincial-federal agreement that aligns with the National Housing Strategy",en,0
"D’ici à 2022, l’entente financera la réparation et la rénovation de plus de 5 100 logements locatifs abordables dans tous les coins de la province. 10-year provincial-federal agreement that aligns with the National Housing Strategy",en,0
Mixed housing solutions will be created to advance social inclusion and support a pathway for people to transition to home ownership.,en,0
"These solutions aim to increase access to aﬀordable housing in inclusive and diverse neighbourhoods to the benefit of low-income families, seniors, people with disabilities, as well as women and children.",en,0
Des solutions de logement mixtes seront créées pour favoriser l’inclusion sociale et favoriser l’accession à l’immobilier.,fr,0
"Ces solutions visent à accroître l’accès à des logements abordables dans des quartiers inclusifs et diversifiés, au profit des familles à faible revenu, des personnes âgées, des personnes handicapées, ainsi que des femmes et des enfants.",fr,0
Target of eliminating 1200 households from the waiting list for subsidized housing.,en,0
Cibler l'élimination de 1 200 ménages de la liste d'attente pour un logement subventionné.,fr,0
"151 new subsidized housing units will be created in the first 3 years of our mandate, by 2023.",en,0
"Créer 151 nouvelles unités de logement subventionnés dans les trois premières années de notre mandat, d’ici 2023.",fr,0
Connecting all high schools with internet.,en,0
Offrir l’accès à Internet de toutes les écoles secondaires.,fr,0
We will continue to expand technology and blended learning approaches.,en,0
Nous continuerons à privilégier les solutions technologiques et l’apprentissage mixte.,fr,0
"We will also update civics classes, engaging students in discussions about how to participate in their democracy and contribute to their communities.",en,0
"As part of the new civics classes, we will ensure an educational review of Indigenous history and will work with those communities to ensure materials reflect accurate and up-to-date information available.",en,0
"Nous allons actualiser les cours d’éducation civique, afin d'inciter les élèves à discuter des façons de participer à la démocratie et de contribuer à leurs collectivités.",fr,0
"Nous allons collaborer avec les collectivités autochtones afin d’assurer que le contenu des classes d’éducation civique reflète l’information la plus exacte et récente, relative à leur histoire.",fr,0
"We will also update civics classes, engaging students in discussions about how to participate in their democracy and contribute to their communities.",en,0
"As part of the new civics classes, we will ensure an educational review of Black history and will work with those communities to ensure materials reflect accurate and up-to-date information available.",en,0
"Nous allons actualiser les cours d’éducation civique, afin d'inciter les élèves à discuter des façons de participer à la démocratie et de contribuer à leurs collectivités.",fr,0
"Nous allons collaborer avec les collectivités noires afin d’assurer que le contenu des classes d’éducation civique reflète l’information la plus exacte et récente, relative à leur histoire.",fr,0
We will work with universities to improve the number of international students they attract.,en,0
Nous collaborerons avec les universités pour augmenter le nombre d'étudiants internationaux qu'ils attirent.,fr,0
We will work with colleges to improve the number of international students they attract.,en,0
Nous collaborerons avec les collèges pour augmenter le nombre d'étudiants internationaux qu'ils attirent.,fr,0
We will work with colleges to ensure that programming helps meet labour market needs.,en,0
Nous collaborerons avec les collèges pour veiller à ce que les programmes aident à répondre aux besoins du marché du travail.,fr,0
We will continue to invest in experiential learning such as FutureNB that has matched over 1000 students with 240 employers for hands-on learning opportunities.,en,0
"Nous continuerons d'investir dans l'apprentissage par l'expérience, avec des programmes tels que AvenirNB, où l’on a jumelé plus de 1 000 étudiants à 240 employeurs pour des possibilités d'apprentissage intégré au travail.",fr,0
Our government will work with universities to ensure that programming helps meet labour market needs.,en,0
Notre gouvernement collaborera avec les universités pour veiller à ce que les programmes aident à répondre aux besoins du marché du travail.,fr,0
We will ensure boosting support in schools through guidance counselor and staﬀ training in regards to mental health and addictions.,en,0
Nous nous assurerons d'un renforcement du soutien dans les écoles grâce à la formation des conseillers d’orientation et du personnel.,fr,0
"Importantly, we will ensure that energy consumption from new constructions will be at least 25 per cent lower than National Building Code requirements.",en,0
"Fait aussi important, nous veillerons à ce que la consommation de l’énergie des nouvelles constructions restent au moins 25 % inférieures aux exigences du Code national du bâtiment du Canada.",fr,0
"Importantly, we will ensure that greenhouse gas emissions from new constructions will be at least 25 per cent lower than National Building Code requirements.",en,0
"Fait aussi important, nous veillerons à ce que les émissions de gaz à effet de serre des nouvelles constructions restent au moins 25 % inférieures aux exigences du Code national du bâtiment du Canada.",fr,0
We will hold people accountable of illegal dumping through reverse onus.,en,0
"If evidence is found in illegally dumped waste, it will be up to the owner to prove that they didn’t dump it illegally.",en,0
Nous allons tenir les gens responsables en renversant le fardeau de la preuve.,fr,0
"Si des preuves sont découvertes dans des déchets déposés illégalement, il appartiendra au propriétaire de prouver qu’il ne les a pas jetés illégalement.",fr,0
We will partner with non profit organizations and community groups to help fund cleanup projects in their communities.,en,0
"En collaboration avec des organisations sans but lucratif et des groupes communautaires, notre gouvernement aidera à financer des projets de nettoyage dans les communautés.",fr,0
Partner with the Governments of Ontario and Saskatchewan for co-development of SMR technology.,en,0
Poursuivre sa collaboration avec les gouvernements de l’Ontario et de la Saskatchewan pour l’élaboration conjointe de la technologie des PMR.,fr,0
Continue to attract highly skilled professionals to build the SMR sector.,en,0
Continuer à attirer des professionnels hautement qualifiés pour bâtir le secteur des PMR.,fr,0
"We will expand the glass pilot project to other communities to eliminate more glass waste from the landfills, which will ultimately save taxpayers money while also protecting the planet.",en,0
