promesse_id,sentence_id,date,category,source,sentence,language
599,1,1,Environment,Higgs,We will continue to meet and exceed our emission targets.,en
599,1,1,Environment,Higgs,Nous veillerons à continuer d’atteindre ou de dépasser nos objectifs en matière d’émissions,fr
600,1,1,Environment,Higgs,We will work with all stakeholders to reduce our environmental impact,en
600,1,1,Environment,Higgs,Nous travaillerons avec toutes les parties prenantes afin de réduire notre impact environnemental.,fr
601,1,1,Environment,Higgs,Conduct a full assessment of the government’s role in the effective management of this vast natural resource.,en
601,2,1,Environment,Higgs,This assessment will include all aspects of use and conservation practices.,en
601,1,1,Environment,Higgs,Procéder à une évaluation complète du rôle du gouvernement dans la gestion efficace de cette vaste ressource naturelle la forêt.,fr
601,2,1,Environment,Higgs,Cette évaluation inclura tous les aspects de l’utilisation et des pratiques de conservation.,fr
602,1,1,Environment,Higgs,Support environmentally-sound management of our natural resources – including wildlife.,en
602,1,1,Environment,Higgs,"Soutenir une gestion écologiquement rationnelle de nos ressources naturelles, y compris de la faune.",fr
603,1,1,Environment,Higgs,Introduce a management strategy for the wild turkey expanding population.,en
603,1,1,Environment,Higgs,Introduire une stratégie de gestion pour la population en expansion du dindon sauvage.,fr
604,1,1,Government Operations,Higgs,Ask private businesses what regulations and red tape are barriers to success and then reduce or eliminate those that don’t make sense. that limit success and growth,en
604,1,1,Government Operations,Higgs,"Demander aux entreprises privées quels règlements et quelle bureaucratie constituent des obstacles à leur réussite, puis réduire ou éliminer ceux qui n’ont pas de sens qui limitent le succès et le développement",fr
605,1,1,Government Operations,Higgs,"The focus of this commitment will be savings through attrition of government administration positions, where we will save approximately $250 million over 4 years through retirements.",en
605,1,1,Government Operations,Higgs,Le but premier de cette promesse est d’économiser grâce à l’attrition des postes administratifs au sein du gouvernement.,fr
605,2,1,Government Operations,Higgs,Nous allons économiser approximativement 250 millions de dollars sur une période de 4 ans grâce aux départs à la retraite.,fr
606,1,1,Government Operations,Higgs,"Ensure government contracts reflect an NB first philosophy for design, materials and construction.",en
606,1,1,Government Operations,Higgs,"S’assurer que les contrats du gouvernement reflètent une philosophie qui donne priorité au Nouveau-Brunswick en matière de conception, de matériaux et de construction.",fr
607,1,1,Government Operations,Higgs,"Ensure that provincial regulations reflect a New Brunswick first philosophy, not unlike what we see in other jurisdictions, especially Quebec.",en
607,1,1,Government Operations,Higgs,"Veiller à ce que les règlements provinciaux reflètent une philosophie axée sur le Nouveau-Brunswick avant tout, pas très différente de ce que nous voyons dans d’autres territoires, notamment au Québec.",fr
608,1,1,Government Operations,Higgs,Review and validate the Auditor-General’s 2015 recommendations to ensure fairness and achieve the best value from our crown land reserves in partnership with all stakeholders to ensure best practices are being followed.,en
608,1,1,Government Operations,Higgs,"Examiner et valider les recommandations de 2015 de la vérificatrice générale – dans un souci d’équité, et pour vérifier que nos réserves des terres de la Couronne nous procurent la meilleure valeur possible, en partenariat avec tous les intervenants pour nous assurer du respect des pratiques exemplaires.",fr
609,1,1,Government Operations,Higgs,Review all subsidies to corporations and ask the Auditor General to complete an effectiveness review of subsidies,en
609,1,1,Government Operations,Higgs,Réviser toutes les subventions accordées aux entreprises et demander au vérificateur général d’effectuer un examen de l’efficacité des subventions,fr
610,1,1,Government Operations,Higgs,Review the Auditor General’s 19 economic development recommendations with a goal to implementation regarding new jobs tax credit.,en
610,1,1,Government Operations,Higgs,"Revoir les 19 recommandations de développement économique de la vérificatrice générale, dans le but de les mettre en oeuvre.",fr
611,1,1,Government Operations,Higgs,"We will evaluate the leases and contracts signed by the current government for openness, fairness and best value for the taxpayer We believe that government’s role should be to regulate and enforce the regulations to protect the health and well being of our citizens.",en
611,2,1,Government Operations,Higgs,Retail activities of cannabis would be one area where private sector could be a better option.,en
611,1,1,Government Operations,Higgs,"Nous allons évaluer les baux et les contrats signés par le gouvernement actuel pour l’ouverture, l’équité et le meilleur rapport qualité-prix pour les contribuables.",fr
611,2,1,Government Operations,Higgs,Nous pensons que le rôle du gouvernement devrait être de réglementer et appliquer les règlements pour protéger la santé et le bien-être de nos citoyens.,fr
611,3,1,Government Operations,Higgs,Les activités de vente au détail du cannabis seraient un domaine où le secteur privé pourrait être une meilleure option.,fr
612,1,1,Government Operations,Higgs,"We will join Saskatchewan, Ontario and Manitoba to fight the federal government’s plan to levy a carbon tax.",en
612,1,1,Government Operations,Higgs,"Nous allons nous joindre à la Saskatchewan, à l’Ontario et à Manitoba pour lutter contre le projet du gouvernement fédéral d’imposer une taxe sur le carbone.",fr
613,1,1,Government Operations,Higgs,Support regionalization and partnerships.,en
613,1,1,Government Operations,Higgs,Soutenir la régionalisation et les partenariats.,fr
614,1,1,Government Operations,Higgs,Establish an open data portal and make available all documents eligible under the Right to Information and Protection of Privacy Act.,en
614,1,1,Government Operations,Higgs,Mettre en place un portail de données ouvertes et y mettre à disposition tous les documents admissibles selon la Loi sur le droit à l’information et la protection de la vie privée,fr
615,1,1,Government Operations,Higgs,"Premier Higgs will lead regular, live, and extensive online conversations where you can ask me questions and hold me accountable.",en
615,1,1,Government Operations,Higgs,"Le premier ministre Higgs va mener des conversations régulières, en direct et approfondies, en ligne, où il sera possible de lui poser des questions et de rendre compte de ses actions.",fr
616,1,1,Government Operations,Higgs,"Lead regular, live, and extensive online conversations where taxpayers can ask questions and hold our government accountable.",en
616,1,1,Government Operations,Higgs,Mener régulièrement des conversations en ligne approfondies et des conversations en direct dans le cadre desquelles les contribuables pourront poser des questions et demander des comptes à notre gouvernement,fr
617,1,1,Government Operations,Higgs,Work with all stakeholders to measure the results of all programs – expanding programs that work and cancelling those that don’t.,en
617,1,1,Government Operations,Higgs,Travailler avec tous les intervenants à mesurer les résultats de l’ensemble des programmes – en élargissant ceux qui fonctionnent et en mettant un terme à ceux qui ne fonctionnent pas.,fr
618,1,1,Government Operations,Higgs,We will not grow government until we are back in a surplus.,en
618,1,1,Government Operations,Higgs,Nous ne ferons pas croître le nombre d’emplois gouvernementaux jusqu’à ce que nous atteignions un surplus.,fr
619,1,1,Government Operations,Higgs,No one will lose their job.,en
619,2,1,Government Operations,Higgs,No government employee will be fired or have their job cut in order to reduce the size of the State,en
619,1,1,Government Operations,Higgs,Personne ne perdra son emploi.,fr
619,2,1,Government Operations,Higgs,Aucun employé du gouvernement sera renvoyé ou aura son poste coupé dans le contexte de la diminution de la taille de l’État,fr
620,1,1,Government Operations,Higgs,"Look back over 10 years of government spending to examine programs that worked, those that did not, and suggest ways to improve.",en
620,1,1,Government Operations,Higgs,"Étudier les dépenses du gouvernement ces dix dernières années aux fins d’examen des programmes ayant fonctionné ou n’ayant pas, au contraire, connu le succès escompté, et suggérer des façons de les améliorer.",fr
621,1,1,Government Operations,Higgs,Savings will be realized through attrition and by identifying and eliminating government waste.,en
621,1,1,Government Operations,Higgs,Les économies seront réalisées par attrition ainsi qu’en identifiant et en éliminant le gaspillage gouvernemental.,fr
622,1,1,Government Operations,Higgs,Establish working hours for the Legislature that are predictable and friendly for members with families.,en
622,2,1,Government Operations,Higgs,Night-time sittings of the Legislature will be avoided whenever possible.,en
622,1,1,Government Operations,Higgs,Établir des heures de travail prévisibles et conviviales pour les membres de la législature qui ont une famille.,fr
622,2,1,Government Operations,Higgs,Les séances de la législature tenues en soirée seront évitées autant que possible,fr
623,1,1,Government Operations,Higgs,Ensure fairness with an open and transparent tendering process.,en
623,1,1,Government Operations,Higgs,Assurer l’équité grâce à un processus d’appel d’offres ouvert et transparent.,fr
624,1,1,Government Operations,Higgs,Expand the role of the Ethics Commissioner,en
624,1,1,Government Operations,Higgs,Élargir le rôle du commissaire à l’éthique,fr
625,1,1,Government Operations,Higgs,Toughen conflict of interest rules.,en
625,1,1,Government Operations,Higgs,Renforcer les règles relatives aux conflits d’intérêts,fr
626,1,1,Government Operations,Higgs,Reinstate the Fiscal Transparency and Accountability Act that was repealed by the Gallant Liberals.,en
626,2,1,Government Operations,Higgs,This will once again ensure your government reports spending in an accurate and timely fashion and it is on a path of financial recovery.,en
626,1,1,Government Operations,Higgs,Rétablir la Loi sur la transparence et la responsabilité financières qui a été abrogée par les libéraux de Brian Gallant.,fr
626,2,1,Government Operations,Higgs,Cela garantira à nouveau que votre gouvernement déclare ses dépenses de manière précise et rapide et qu’il est sur la voie de redressement financier.,fr
627,1,1,Government Operations,Higgs,Review and/or implement previous recommendations as identified by the Auditor General.,en
627,1,1,Government Operations,Higgs,Étudier ou appliquer les recommandations précédentes telles qu’identifiées par la vérificatrice générale.,fr
628,1,1,Government Operations,Higgs,"Ensure the Auditor General’s office has the resources it needs to do its job by increasing funding to the office by $250,000 per year for four years.",en
628,1,1,Government Operations,Higgs,"Veiller à ce que le bureau de la vérificatrice générale dispose des ressources nécessaires pour faire son travail, par l’augmentation du financement du bureau de 250 000 $ par année pendant quatre ans.",fr
629,1,1,Government Operations,Higgs,Conduct an audit of all regulations that should be controlled by municipal governments.,en
629,1,1,Government Operations,Higgs,Réaliser un audit de tous les règlements qui devraient relever des administrations municipales.,fr
630,1,1,Government Operations,Higgs,Remove the for profit restrictions on city-owned utilities,en
630,1,1,Government Operations,Higgs,Supprimer les restrictions à but lucratif pour les services publics appartenant aux municipalité,fr
631,1,1,Government Operations,Higgs,We will support municipalities by giving them the freedom to look at establishing a hotel levy to fund tourism marketing.,en
631,1,1,Government Operations,Higgs,Nous soutiendrons les municipalités en leur donnant la liberté d’établir une taxe hôtelière pour financer le marketing touristique.,fr
632,1,1,Government Operations,Higgs,Work with other Maritime Provinces to explore ways we can run government programs in cooperation with each other.,en
632,1,1,Government Operations,Higgs,Travailler avec d’autres provinces des Maritimes pour explorer des moyens de gérer les programmes gouvernementaux en coopération les uns avec les autres.,fr
633,1,1,Government Operations,Higgs,Review the moose tag draw with an eye to fairness and to ensuring more hunters have a real opportunity to participate.,en
633,1,1,Government Operations,Higgs,"Dans un souci d’équité, examiner le tirage de vignettes pour la chasse à l’orignal pour faire en sorte que davantage de chasseurs aient une réelle possibilité de participer.",fr
634,1,1,Government Operations,Higgs,A PC government will review regulations to remove barriers that prevent more people from enjoying hunting and fishing.,en
634,1,1,Government Operations,Higgs,Un gouvernement du PC révisera les règlements afin d'éliminer les obstacles qui empêchent les gens de pratiquer la chasse et la pêche.,fr
635,1,1,Government Operations,Higgs,"Furthermore, we will explore license bundling to allow hunters and fishers more opportunities while realizing savings by bundling several licenses together.",en
635,1,1,Government Operations,Higgs,"De plus, nous explorerons les possibilités de regrouper les permis pour permettre aux chasseurs et aux pêcheurs de réaliser des économies lors de l'achat de permis de chasse et de pêche.",fr
636,1,1,Government Operations,Higgs,We will evaluate a seniors’ discount on hunting and fishing licenses,en
636,1,1,Government Operations,Higgs,Nous évaluerons la possibilité d'offrir un rabais pour les aînés pour l'achat des permis de chasse et de pêche,fr
637,1,1,Law and Crime,Higgs,Amend the Family Services Act to give accessibility and flexibility to courts and social workers to place children with grandparents or other loving relatives who can provide kids with safety and stability,en
637,1,1,Law and Crime,Higgs,Modifier la Loi sur les services à la famille afin de donner aux tribunaux et aux travailleurs sociaux plus de souplesse pour placer des enfants auprès des grands-parents ou d’autres proches parents pouvant offrir aux enfants sécurité et stabilité,fr
638,1,1,Health,Higgs,"We will make it easier for people on social assistance, and people who are working but still below the poverty line to receive treatment for addiction, physical or mental health obstacles .",en
638,1,1,Health,Higgs,"Nous rendrons plus facile pour les personnes assistées sociales et les personnes qui travaillent, mais qui sont encore en dessous du seuil de pauvreté, d'accéder a des traitements pour addictions ou pour des problèmes de santé physique ou mentale.",fr
638,2,1,Health,Higgs,Notre traduction,fr
639,1,1,Health,Higgs,"We need to combat obesity in school with meaningful programs, not token efforts.",en
639,1,1,Health,Higgs,Nous devons combattre l'obésité dans les écoles avec des programmes significatifs et non des efforts symboliques.,fr
640,1,1,Health,Higgs,We will introduce training and retention programs to address the mental health shortfall to intervene early when children struggle,en
640,1,1,Health,Higgs,Nous introduirons des programmes de formation et de maintien en poste pour pallier les pénuries en santé mentale pour intervenir tôt lorsque des enfants éprouvent des difficultés,fr
641,1,1,Health,Higgs,"Although Health Canada has put forward a study that indicates safe guidelines for its use in the forestry sector, we will be conducting our own objective, evidence-based study of the health implications for wildlife and humans exposed to Glyphosate.",en
641,1,1,Health,Higgs,"Bien que Santé Canada ait présenté une étude indiquant des lignes directrices sécuritaires pour son utilisation dans le secteur forestier, nous mènerons notre propre étude objective fondée sur des données probantes concernant les répercussions sur la santé de la faune et des humains exposés au glyphosate.",fr
642,1,1,Social Welfare,Higgs,Work to safely remove barriers in a system that is designed to connect parents who want children with children who need parents.,en
642,2,1,Social Welfare,Higgs,"The current waiting period, lasting years, must be reduced.",en
642,1,1,Social Welfare,Higgs,Éliminer de façon sécuritaire les obstacles dans un système conçu pour réunir les parents qui veulent des enfants avec des enfants qui ont besoin de parents.,fr
642,2,1,Social Welfare,Higgs,"La période d’attente actuelle, qui dure des années, doit être réduite.",fr
643,1,1,Social Welfare,Higgs,"A PC government will invest $400,000 a year to establish a Family Advocacy Resource pilot project.",en
643,1,1,Social Welfare,Higgs,Un gouvernement conservateur va investir 400 000 dollars par an afin d’établir un programme pilote en défense des intérêts des familles.,fr
644,1,1,Social Welfare,Higgs,"Develop () a Family Advocacy pilot program () connecting them with resources, support and education opportunities, and helping them create a family-specific sustainable long-term care plan",en
644,1,1,Social Welfare,Higgs,"Établir un programme pilote en défense des intérêts des familles assurant une liaison essentielle avec les familles par la mise en contact avec des ressources et des occasions de soutien et d’éducation, et l’aide à l’établissement d’un plan de soins de longue durée viable qui leur est propre.",fr
645,1,1,Social Welfare,Higgs,"Develop () a Family Advocacy pilot program that will provide funding for up to 4 Family Advocates located in 4 under-served regions in the province, to provide a key liaison with families",en
645,1,1,Social Welfare,Higgs,Établir un programme pilote en défense des intérêts des familles dans le cadre duquel seront financés jusqu’à quatre postes de défenseur des intérêts des familles dans quatre régions sous-desservies de la province,fr
646,1,1,Social Welfare,Higgs,"Develop, in partnership with stakeholders, a Family Advocacy pilot program",en
646,1,1,Social Welfare,Higgs,"Établir, en partenariat avec les parties intéressées, un programme pilote en défense des intérêts des familles",fr
647,1,1,Social Welfare,Higgs,"Introduce a Children’s Fitness and Arts Tax Credit for New Brunswick Families, allowing families to claim eligible fees paid to register their child in an artistic, cultural, recreational or developmental activity.",en
647,1,1,Social Welfare,Higgs,"Instaurer un crédit d’impôt pour la condition physique des enfants et les arts pour les familles du Nouveau-Brunswick, permettant aux familles de réclamer des frais admissibles payés pour inscrire leur enfant à une activité artistique, culturelle, récréative ou de développement.",fr
648,1,1,Social Welfare,Higgs,Review government programming to end discrimination against private daycare operators,en
648,1,1,Social Welfare,Higgs,Examiner les programmes gouvernementaux pour mettre un terme à la discrimination à l’encontre des exploitants de garderies privées.,fr
649,1,1,Social Welfare,Higgs,Work with private daycare providers to increase the adaptability and flexibility of the early learning daycare curriculum.,en
649,1,1,Social Welfare,Higgs,Travailler avec des prestataires de services de garde privés afin d’améliorer l’adaptabilité et la flexibilité du programme d’éducation préscolaire.,fr
650,1,1,Health,Higgs,"Restore the integrity and independence of the Office of Public Health, as recommended by public health experts across Canada.",en
650,1,1,Health,Higgs,"Rétablir l’intégrité et l’indépendance du bureau de la santé publique, tel que recommandé par les experts en santé de partout au Canada.",fr
651,1,1,Social Welfare,Higgs,Protect seniors by not returning to the Brian Gallant Liberal Asset Grab.,en
651,1,1,Social Welfare,Higgs,Protéger les aînés en ne revenant pas à la ponction des actifs des libéraux de Brian Gallant.,fr
652,1,1,Social Welfare,Higgs,Support seniors who want to stay at home by ensuring the province has enough trained home-care professionals earning a wage upon which a career can be built.,en
652,1,1,Social Welfare,Higgs,Appuyer les personnes âgées qui souhaitent rester à la maison en veillant à ce que leur professionnels formés pour les soins à domicile salaire leur permette de bâtir une carrière.,fr
653,1,1,Social Welfare,Higgs,Offering timely home care services to make seniors who stay at home happen.,en
653,2,1,Social Welfare,Higgs,Support seniors who want to stay at home by ensuring they have the care they need from trained home care professionals and by ensuring the province has enough trained home-care professionals,en
653,1,1,Social Welfare,Higgs,Offrir des services de soins à domicile en temps opportun afin de rendre le maintien à domicile possible.,fr
653,2,1,Social Welfare,Higgs,Appuyer les personnes âgées qui souhaitent rester à la maison en veillant à ce qu’elles reçoivent les soins dont elles ont besoin de professionnels formés pour les soins à domicile et en veillant à ce que la province ait suffisamment de professionnels formés pour les soins à domicile,fr
654,1,1,Social Welfare,Higgs,We must improve the management of seniors’ services to ensure our seniors receive the care quality they deserve regarding homecare.,en
654,1,1,Social Welfare,Higgs,On doit améliorer la gestion des services offerts aux personnes aînés afin d'assurer qu'elles recoivent des services de qualité par rapport aux soins à la maison.,fr
655,1,1,Health,Higgs,We would challenge communities to tackle the problem of obesity and empower them to decide on spending priorities for sports and recreation funding that are a good fit for their demographic profile.,en
655,1,1,Health,Higgs,"Nous voulons mettre au défi les communités afin qu'elles agissent face au problème de l'obésité et les habileter à choisir leurs priorités en matière de dépenses pour les sports et loisirs, et ceci, en fonction de leur profil démographique.",fr
656,1,1,Health,Higgs,Examine other barriers that are impacting paramedic recruitment in New Brunswick.,en
656,1,1,Health,Higgs,Examiner les autres obstacles au recrutement de paramédicaux au Nouveau-Brunswick.,fr
657,1,1,Health,Higgs,Ensure ambulances are not taken off the roads due to language related staffing issues.,en
657,2,1,Health,Higgs,To ensure the health care of our citizens is top priority we will be hiring for skill (),en
657,1,1,Health,Higgs,En raison de problèmes de dotation en personnel lié à la langue nous embaucherons les ambulanciers en rapport aux compétences.,fr
658,1,1,Health,Higgs,To ensure the health care of our citizens is top priority we will be training paramedics for language to meet our needs as quickly as possible.,en
658,1,1,Health,Higgs,Nous offrirons de la formation linguistique aux ambulanciers pour répondre à nos besoins le plus rapidement possible.,fr
659,1,1,Health,Higgs,"Work with Ambulance NB to allow for local deployment of paramedics, thus reducing their need to travel while at the same time improving patient access to high quality care.",en
659,1,1,Health,Higgs,"Travailler avec Ambulance NB pour permettre le déploiement local de personnel ambulancier, réduisant ainsi leur besoin de voyager tout en améliorant l’accès des patients à des soins de qualité.",fr
660,1,1,Health,Higgs,Support the expansion of collaborative care models like Family Medicine New Brunswick.,en
660,1,1,Health,Higgs,Appuyer l’expansion de modèles de soins collaboratifs comme Médecine familiale Nouveau-Brunswick.,fr
661,1,1,Health,Higgs,Carefully review the Medavie extramural contract within six months of the election to ensure it is delivering better quality health care services to our citizens.,en
661,2,1,Health,Higgs,"If that is not the case, the contract will be cancelled.",en
661,1,1,Health,Higgs,Examiner attentivement le contrat extra-mural de Medavie dans les six mois suivant l’élection pour nous assurer qu’il offre à nos citoyens des services de santé de meilleure qualité.,fr
661,2,1,Health,Higgs,"Si tel n’est pas le cas, le contrat sera annulé.",en
662,1,1,Health,Higgs,Standardize the provincial Electronic Medical Record Program to improve overall quality of care.,en
662,1,1,Health,Higgs,Nous normaliserons le programme provincial de dossier de santé électronique en vue d’améliorer la qualité globale des soins.,fr
663,1,1,Health,Higgs,Ensure every healthcare professional is able to use their full range of professional skills and consult closely with them to develop a strategy to remove bottlenecks in the system.,en
663,1,1,Health,Higgs,Collaborer étroitement avec eux les professionnels de la santé dans l’élaboration d’une stratégie visant à éliminer les goulots d’étranglement dans le système.,fr
664,1,1,Health,Higgs,Prioritize spending by RHAs to focus on wait list reduction without sacrificing quality of care.,en
664,1,1,Health,Higgs,"Établir des priorités quant aux dépenses des régies régionales de la santé, nous concentrant sur la réduction des listes d’attente sans toutefois sacrifier la qualité des soins",fr
665,1,1,Health,Higgs,"We will dedicate sufficient resources from cannabis profits to ensure the appropriate research is done on the health, safety and social impacts of cannabis are well understood and appropriate measures are undertaken to reduce those effects.",en
665,1,1,Health,Higgs,Nous consacrerons des ressources suffisantes des profits du cannabis afin de s’assurer que les recherches appropriées sont effectuées sur la santé et la sécurité et que les impacts sociaux du cannabis sont bien compris et des mesures appropriées sont prises pour réduire ces effets.,fr
666,1,1,Health,Higgs,"Make it mandatory for primary care providers including family doctors and nurse practitioners to inform patients when mammogram results show they have dense breasts, as breast density is a significant risk factor for breast cancer.",en
666,1,1,Health,Higgs,"Faire en sorte que les fournisseurs de soins primaires, y compris les médecins de famille et les infirmières praticiennes soient tenus d’informer les patientes lorsque les résultats de mammographies montrent qu’elles ont des seins denses, puisqu’il s’agit là d’un facteur de risque important pour le cancer du sein.",fr
667,1,1,Health,Higgs,Establish a Provincial Advisory Council on Women’s Health through the New Brunswick Health Research Council with a mandate to contribute to research on women’s health issues; promote an understanding of gender as a critical variable in women’s health; and enhance the health system’s responsiveness to the needs and concerns of women and girls.,en
667,1,1,Health,Higgs,"Mettre en place un conseil consultatif provincial sur la santé des femmes qui aura pour mandat de contribuer à la recherche sur les questions liées à la santé des femmes, de favoriser une compréhension des genres en tant que facteur critique de la santé des femmes et d’améliorer la réactivité du système de santé face aux besoins et préoccupations des femmes et des filles.",fr
668,1,1,Health,Higgs,"Establish the New Brunswick Women’s Health Research Trust with an initial endowment of $5 million, to be administered by the Advisory Council to fund research projects on women’s health issues.",en
668,1,1,Health,Higgs,"Mettre en place une fiducie provinciale de recherche sur la santé des femmes assortie d’une dotation initiale de 5 millions de dollars, qui sera administrée par le conseil consultatif et financera des projets de recherche sur les questions liées à la santé des femmes.",fr
669,1,1,Health,Higgs,We will clearly identify and remedy the obstacles that are causing our nursing shortage.,en
669,1,1,Health,Higgs,Cibler clairement les obstacles causant la pénurie de personnel infirmier et y remédier.,fr
670,1,1,Health,Higgs,Retain more nurses,en
670,1,1,Health,Higgs,Faire en sorte qu’elles et qu’ils les infirmières et infirmiers demeurent en poste,fr
671,1,1,Health,Higgs,We will increase opportunities for Nurse Practitioners in New Brunswick.,en
671,1,1,Health,Higgs,Nous élargirons les possibilités s’offrant aux infirmières praticiennes et infirmiers praticiens au Nouveau-Brunswick,fr
672,1,1,Health,Higgs,Recruit more nurses,en
672,1,1,Health,Higgs,Recruter davantage d’infirmières et d’infirmiers,fr
673,1,1,Health,Higgs,"Work with the New Brunswick Nurses Union, RHAs, l’Université de Moncton and the University of New Brunswick and community colleges to develop a strategy to train, recruit and retain more nurses.",en
673,1,1,Health,Higgs,"Travailler avec le Syndicat des infirmières et infirmiers du Nouveau-Brunswick, les régies régionales de la santé, l’Université de Moncton, l’Université du Nouveau-Brunswick ainsi que les collèges communautaires à l’élaboration d’une stratégie pour former et recruter davantage d’infirmières et d’infirmiers et faire en sorte qu’elles et qu’ils demeurent en poste.",fr
674,1,1,Health,Higgs,Recruit more doctors,en
674,1,1,Health,Higgs,Recruter davantage de médecins,fr
675,1,1,Health,Higgs,"We will Immediately add 6 new physician assistants to our provincial Emergency Rooms. 2 at Saint John Regional Hospital, 2 at Georges Dumont, and 2 at Moncton Hospital.",en
675,2,1,Health,Higgs,We will ensure the filling of these vacancies support the expansion of collaborative care models like Family Medicine New Brunswick.,en
675,1,1,Health,Higgs,"Nous allons immédiatement ajouter 6 adjoints au médecin dans les urgences provinciales : 2 à l’Hôpital régional de Saint John, 2 à Georges Dumont, et 2 à l’Hôpital de Moncton.",fr
675,2,1,Health,Higgs,"Lorsque nous comblerons ces postes vacants, nous prendrons en compte les modèles de soins collaboratifs comme Médecine familiale Nouveau-Brunswick.",fr
676,1,1,Health,Higgs,A PC government will add 11 family physicians to our healthcare system.,en
676,1,1,Health,Higgs,Un gouvernement conservateur va ajouter 11 médecins de famille dans notre système de soins de santé.,fr
677,1,1,Health,Higgs,Retain more doctors,en
677,1,1,Health,Higgs,Faire en sorte qu’ils les médecins demeurent en poste,fr
678,1,1,Health,Higgs,We will phase out the Billing Number Concept as it exists today to remove restrictions on the number of doctors that can practice in our province.,en
678,1,1,Health,Higgs,"Nous abandonnerons graduellement le concept de numéros de facturation tel qu’il existe aujourd’hui, afin d’éliminer les restrictions quant au nombre de médecins pouvant exercer dans notre province.",fr
679,1,1,Health,Higgs,We will ensure doctors will continue to be available to practice in rural areas.,en
679,1,1,Health,Higgs,Nous veillerons à ce que les médecins continuent à être disponibles pour pratiquer dans les régions mal desservies.,fr
680,1,1,Health,Higgs,Expand the Physician’s Assistant program in the province to reduce Emergency Room wait times at our largest hospitals,en
680,1,1,Health,Higgs,"Élargir le programme d’adjoints au médecin dans la province, de façon à réduire les temps d’attentes dans les urgences de nos plus grands hôpitaux.",fr
681,1,1,Health,Higgs,Ensure every healthcare professional is able to use their full range of professional skills,en
681,1,1,Health,Higgs,Veiller à ce que tous les professionnels de la santé soient en mesure d’utiliser l’éventail complet de leurs compétences professionnelles,fr
682,1,1,Health,Higgs,Develop standards to allow pharmacists to increase their authority to refill prescriptions for certain chronic conditions.,en
682,1,1,Health,Higgs,Mettre en oeuvre des normes pour augmenter leur pouvoir aux pharmaciens de renouveler les ordonnances pour certaines maladies chroniques,fr
683,1,1,Health,Higgs,Develop standards to allow pharmacists to prescribe certain medications,en
683,1,1,Health,Higgs,Mettre en oeuvre des normes pour permettre aux pharmaciens de prescrire certains médicaments,fr
684,1,1,Health,Higgs,Improve working conditions identified as a barrier to recruitment and retention of public sector psychologists.,en
684,2,1,Health,Higgs,This includes examining the workload and the wage gap between the private and public sector,en
684,1,1,Health,Higgs,Améliorer les conditions de travail identifées comme des obstacles au recrutement et au maintien en poste des psychologues du secteur public.,fr
684,2,1,Health,Higgs,Ceci inclut l'examen de la charge de travail et la différence de rémunération entre le secteur privé et public,fr
685,1,1,Health,Higgs,We will reduce wait times for gynaecological surgeries by 50%,en
685,1,1,Health,Higgs,Nous réduirons de 50 % le temps d’attente pour les chirurgies gynécologiques.,fr
686,1,1,Health,Higgs,We will reduce wait times for hip replacement surgeries by 50%,en
686,1,1,Health,Higgs,Nous réduirons de 50 % le temps d’attente pour le remplacement d’une hanche,fr
687,1,1,Health,Higgs,We will reduce wait times for knee replacement surgeries by 50%,en
687,1,1,Health,Higgs,Nous réduirons de 50 % le temps d’attente pour le remplacement d’un genou,fr
688,1,1,Health,Higgs,Assess surgical suite usage to ensure they are utilized to maximize wait list reduction.,en
688,1,1,Health,Higgs,Évaluer l’utilisation des blocs opératoires afin de vérifier qu’ils sont utilisés de façon optimale pour la réduction des listes d’attente.,fr
689,1,1,Health,Higgs,Ensure we have the appropriate number of specialists available to support wait list reductions.,en
689,2,1,Health,Higgs,We will add 10 specialists to our healthcare system.,en
689,1,1,Health,Higgs,S’assurer qu’un nombre suffisant de spécialistes soient disponibles dans l’optique de réduire les listes d’attente.,fr
689,2,1,Health,Higgs,Nous ajouterons 10 spécialistes à notre système de soins de santé,fr
690,1,1,Agriculture,Higgs,Promote the expansion of aquaculture to combat global food scarcities.,en
690,1,1,Agriculture,Higgs,Promouvoir l’expansion de l’aquaculture pour lutter contre les pénuries alimentaires à l’échelle de la planète.,fr
691,1,1,Public Lands,Higgs,Update the Crown Lands and Forestry Act.,en
691,2,1,Public Lands,Higgs,"In addition to our forest sector this also encompasses biodiversity, wildlife, water protection, the maple sugar industry, the blueberry industry, the peat moss industry, vast agricultural lands and more.",en
691,3,1,Public Lands,Higgs,It hasn’t been updated since the 1980’s.,en
691,4,1,Public Lands,Higgs,It is time to modernize the Act to reflect today’s realities and position us to protect our natural resources and create jobs.,en
691,1,1,Public Lands,Higgs,Mettre à jour la Loi sur les terres et forêts de la Couronne.,fr
691,2,1,Public Lands,Higgs,"En plus de notre secteur forestier, cela comprend également la biodiversité, la faune, la protection de l’eau,l’industrie du sucre d’érable, l’industrie des bleuets, l’industrie de la tourbe, les vastes terres agricoles et plus encore.",fr
691,3,1,Public Lands,Higgs,Elle n’a pas été mise à jour depuis les années 1980.,fr
691,4,1,Public Lands,Higgs,Il est temps de moderniser la Loi afin de refléter les réalités d’aujourd’hui et de nous positionner pour protéger nos ressources naturelles et créer des emplois.,fr
692,1,1,Public Lands,Higgs,"Establish a stronger economic and social partnership with New Brunswick’s first nations, to develop local economies and stronger social programs.",en
